category,color,date,month,price,region,revenue,sales_units,season,social_engagement,style,year
Skirts,Yellow,2023-01-15,1,105,North America,90090,858,Winter,39080,Vintage,2023
Accessories,Gray,2024-02-13,2,447,South America,166284,372,Winter,21653,Preppy,2024
Tops,White,2024-05-18,5,412,Europe,140080,340,Spring,49678,Minimalist,2024
Jewelry,Purple,2023-08-02,8,45,Europe,33210,738,Summer,3976,Vintage,2023
Jewelry,Beige,2024-03-09,3,387,Australia,238005,615,Spring,41215,Bohemian,2024
Skirts,Yellow,2023-05-27,5,392,North America,309288,789,Spring,48409,Punk,2023
Bags,Brown,2024-05-14,5,471,Australia,122931,261,Spring,29518,Minimalist,2024
Shoes,Navy,2024-03-31,3,29,North America,32074,1106,Spring,22185,Grunge,2024
Bags,White,2024-04-15,4,494,Europe,378404,766,Spring,35220,Athletic,2024
Pants,Blue,2023-04-25,4,213,South America,121410,570,Spring,32243,Formal,2023
Pants,Green,2023-04-24,4,497,Asia,151088,304,Spring,37971,Preppy,2023
Dresses,White,2023-10-07,10,216,Asia,85536,396,Fall,31644,Preppy,2023
Bags,Navy,2023-04-11,4,285,Asia,59850,210,Spring,19122,Minimalist,2023
Tops,Yellow,2024-02-10,2,297,Australia,114939,387,Winter,22083,Punk,2024
Pants,Orange,2023-10-03,10,316,Asia,166216,526,Fall,17376,Athletic,2023
Jewelry,Black,2024-03-03,3,20,North America,14180,709,Spring,18186,Minimalist,2024
Accessories,Pink,2024-07-30,7,333,North America,208458,626,Summer,15158,Bohemian,2024
Tops,Beige,2024-05-11,5,425,Europe,388025,913,Spring,37770,Athletic,2024
Accessories,Blue,2024-02-15,2,236,Australia,96524,409,Winter,15669,Minimalist,2024
Accessories,Green,2024-10-13,10,284,South America,232880,820,Fall,19608,Bohemian,2024
Jewelry,White,2023-04-28,4,381,South America,561594,1474,Spring,4039,Casual,2023
Dresses,Orange,2023-03-26,3,246,Asia,158916,646,Spring,28730,Streetwear,2023
Skirts,Blue,2023-06-30,6,129,Europe,46053,357,Summer,29154,Casual,2023
Outerwear,Beige,2024-10-03,10,118,Asia,84606,717,Fall,6141,Bohemian,2024
Jewelry,Brown,2023-08-15,8,456,Asia,363888,798,Summer,32111,Bohemian,2023
Outerwear,Purple,2023-09-17,9,419,South America,424028,1012,Fall,44219,Minimalist,2023
Shoes,Pink,2024-06-26,6,160,North America,82880,518,Summer,30962,Casual,2024
Accessories,Navy,2024-03-19,3,492,Asia,579084,1177,Spring,33312,Casual,2024
Dresses,White,2024-03-16,3,86,South America,122550,1425,Spring,24702,Minimalist,2024
Accessories,Yellow,2024-12-27,12,172,North America,36120,210,Winter,14388,Bohemian,2024
Shoes,Yellow,2023-01-25,1,239,Europe,208647,873,Winter,41204,Vintage,2023
Outerwear,Green,2023-03-13,3,119,Europe,20587,173,Spring,25768,Vintage,2023
Outerwear,White,2023-07-26,7,339,Europe,57291,169,Summer,36485,Grunge,2023
Dresses,Green,2023-11-18,11,392,North America,377496,963,Fall,19932,Grunge,2023
Jewelry,Red,2023-03-04,3,257,Europe,203287,791,Spring,16361,Minimalist,2023
Jewelry,Beige,2023-01-23,1,395,Asia,273340,692,Winter,10019,Vintage,2023
Accessories,Gray,2023-06-10,6,260,Asia,73060,281,Summer,10634,Punk,2023
Jewelry,Black,2024-02-04,2,135,Europe,88965,659,Winter,34579,Minimalist,2024
Accessories,Gray,2023-12-19,12,32,North America,17568,549,Winter,5053,Preppy,2023
Jewelry,Purple,2023-12-19,12,348,North America,67860,195,Winter,32285,Streetwear,2023
Skirts,Green,2024-06-29,6,188,South America,64296,342,Summer,20726,Punk,2024
Outerwear,Gray,2023-09-05,9,147,Australia,149205,1015,Fall,20295,Minimalist,2023
Tops,Green,2024-06-06,6,66,Asia,85008,1288,Summer,41112,Minimalist,2024
Accessories,White,2024-01-08,1,246,Australia,263220,1070,Winter,4091,Streetwear,2024
Jewelry,Gray,2024-05-08,5,125,Asia,67750,542,Spring,13862,Formal,2024
Tops,Black,2023-03-05,3,474,South America,546522,1153,Spring,1011,Punk,2023
Accessories,Yellow,2023-03-03,3,160,Australia,100320,627,Spring,28458,Vintage,2023
Shoes,Gray,2023-03-07,3,196,Europe,68796,351,Spring,16913,Formal,2023
Outerwear,Yellow,2024-05-16,5,431,South America,121542,282,Spring,3701,Streetwear,2024
Shoes,Yellow,2024-12-25,12,369,Australia,212544,576,Winter,39117,Athletic,2024
Pants,Green,2024-04-18,4,454,Australia,195674,431,Spring,20098,Grunge,2024
Bags,Black,2023-01-14,1,84,Europe,40740,485,Winter,17374,Streetwear,2023
Pants,Blue,2023-12-07,12,341,Asia,356686,1046,Winter,20499,Casual,2023
Accessories,Gray,2024-12-13,12,418,South America,348612,834,Winter,24643,Formal,2024
Tops,White,2023-02-10,2,181,Asia,80364,444,Winter,40789,Formal,2023
Accessories,Brown,2023-07-23,7,76,Europe,74556,981,Summer,48606,Athletic,2023
Accessories,Red,2023-04-04,4,144,Asia,108576,754,Spring,47682,Formal,2023
Pants,Beige,2024-06-11,6,112,Asia,97104,867,Summer,7461,Bohemian,2024
Tops,Navy,2023-12-06,12,189,North America,183897,973,Winter,38659,Grunge,2023
Pants,Yellow,2024-05-14,5,399,Europe,290871,729,Spring,27384,Vintage,2024
Skirts,White,2024-12-23,12,264,North America,58344,221,Winter,8647,Minimalist,2024
Pants,Yellow,2024-07-16,7,493,Asia,244528,496,Summer,12799,Streetwear,2024
Skirts,Blue,2024-05-13,5,56,North America,20272,362,Spring,45828,Casual,2024
Tops,Beige,2023-03-08,3,366,North America,216306,591,Spring,19339,Athletic,2023
Bags,Beige,2024-05-16,5,70,South America,43050,615,Spring,12038,Athletic,2024
Accessories,Yellow,2024-10-10,10,40,Australia,36120,903,Fall,44632,Vintage,2024
Tops,White,2023-02-05,2,237,Australia,197184,832,Winter,26964,Athletic,2023
Jewelry,Purple,2023-10-27,10,318,Europe,55014,173,Fall,21090,Vintage,2023
Skirts,Brown,2024-08-08,8,343,North America,81634,238,Summer,37713,Athletic,2024
Skirts,Orange,2024-06-18,6,174,South America,78126,449,Summer,10722,Formal,2024
Dresses,Red,2023-10-27,10,82,Europe,47478,579,Fall,49401,Casual,2023
Accessories,Yellow,2024-05-01,5,284,Australia,37488,132,Spring,6545,Punk,2024
Shoes,Red,2024-04-29,4,259,North America,143745,555,Spring,9204,Athletic,2024
Skirts,Green,2023-10-17,10,163,South America,140832,864,Fall,37848,Streetwear,2023
Tops,Black,2023-01-02,1,375,Europe,192750,514,Winter,23332,Punk,2023
Bags,Blue,2024-07-18,7,51,Europe,16881,331,Summer,20304,Formal,2024
Skirts,Brown,2023-10-07,10,311,North America,106984,344,Fall,7931,Grunge,2023
Pants,Navy,2023-09-29,9,272,Europe,226304,832,Fall,21633,Grunge,2023
Accessories,Green,2024-01-27,1,397,Europe,233436,588,Winter,32679,Vintage,2024
Accessories,Green,2024-02-22,2,186,Australia,144336,776,Winter,9800,Formal,2024
Bags,Brown,2023-01-22,1,379,South America,307369,811,Winter,14999,Athletic,2023
Skirts,Blue,2024-11-25,11,145,Europe,175595,1211,Fall,30667,Minimalist,2024
Accessories,Purple,2023-02-18,2,350,Australia,105000,300,Winter,12221,Vintage,2023
Accessories,Black,2024-02-09,2,267,Australia,267000,1000,Winter,12523,Punk,2024
Outerwear,White,2024-07-16,7,471,South America,181335,385,Summer,23344,Casual,2024
Jewelry,Beige,2024-10-12,10,111,Australia,54723,493,Fall,44474,Preppy,2024
Accessories,Gray,2023-10-27,10,282,South America,109698,389,Fall,7026,Bohemian,2023
Pants,Black,2024-06-21,6,162,Australia,121500,750,Summer,47261,Bohemian,2024
Tops,Beige,2024-04-22,4,68,Europe,66776,982,Spring,17178,Preppy,2024
Accessories,Yellow,2023-05-26,5,241,South America,207742,862,Spring,42364,Grunge,2023
Bags,Blue,2024-12-13,12,289,Australia,84099,291,Winter,43337,Grunge,2024
Skirts,Purple,2024-04-05,4,109,North America,99299,911,Spring,41968,Casual,2024
Skirts,Gray,2024-04-25,4,295,North America,121835,413,Spring,33755,Minimalist,2024
Skirts,Orange,2023-07-30,7,37,South America,12691,343,Summer,23980,Vintage,2023
Pants,White,2023-04-27,4,400,North America,372800,932,Spring,34022,Bohemian,2023
Dresses,Gray,2024-01-10,1,40,South America,46560,1164,Winter,8155,Minimalist,2024
Jewelry,Pink,2024-01-09,1,166,South America,125994,759,Winter,43681,Casual,2024
Skirts,Green,2024-09-19,9,366,Europe,266448,728,Fall,14837,Punk,2024
Skirts,Brown,2024-10-08,10,402,North America,368232,916,Fall,27385,Preppy,2024
Outerwear,Orange,2024-06-30,6,75,Europe,18000,240,Summer,6028,Preppy,2024
Accessories,Brown,2024-01-02,1,170,South America,142630,839,Winter,37349,Bohemian,2024
Dresses,Blue,2024-10-25,10,134,Australia,24522,183,Fall,46604,Punk,2024
Shoes,Navy,2023-08-28,8,318,Asia,327222,1029,Summer,36429,Punk,2023
Pants,Beige,2023-07-13,7,284,North America,79236,279,Summer,25925,Grunge,2023
Shoes,Navy,2024-11-11,11,447,North America,299043,669,Fall,45755,Vintage,2024
Skirts,Green,2023-05-10,5,356,Australia,236384,664,Spring,42697,Athletic,2023
Outerwear,Purple,2023-07-03,7,122,South America,121390,995,Summer,33123,Vintage,2023
Accessories,Brown,2024-06-04,6,240,South America,167040,696,Summer,30028,Athletic,2024
Skirts,Purple,2023-04-12,4,359,Europe,47747,133,Spring,22535,Formal,2023
Dresses,White,2023-05-16,5,68,Australia,57256,842,Spring,32935,Punk,2023
Tops,Gray,2023-12-23,12,384,North America,202752,528,Winter,3950,Punk,2023
Tops,White,2023-12-05,12,446,Europe,278304,624,Winter,21767,Punk,2023
Dresses,Blue,2023-06-01,6,480,Europe,348960,727,Summer,25542,Formal,2023
Skirts,Red,2024-08-19,8,209,Asia,144628,692,Summer,27063,Grunge,2024
Pants,Brown,2024-08-24,8,87,Asia,34017,391,Summer,14601,Vintage,2024
Dresses,Yellow,2023-01-22,1,389,Australia,342320,880,Winter,13519,Vintage,2023
Accessories,White,2024-10-16,10,76,Europe,26904,354,Fall,10173,Formal,2024
Outerwear,Black,2023-12-19,12,194,Asia,274122,1413,Winter,43918,Vintage,2023
Bags,Blue,2023-04-18,4,427,South America,230153,539,Spring,8097,Punk,2023
Outerwear,Gray,2023-10-23,10,284,Australia,270936,954,Fall,7499,Formal,2023
Shoes,Pink,2023-07-18,7,162,Asia,45036,278,Summer,5749,Punk,2023
Tops,Green,2024-06-09,6,314,South America,81954,261,Summer,4000,Vintage,2024
Accessories,Navy,2024-04-16,4,238,Asia,300356,1262,Spring,11957,Minimalist,2024
Tops,White,2023-10-07,10,91,South America,67158,738,Fall,33973,Vintage,2023
Tops,Beige,2023-01-28,1,208,Europe,74464,358,Winter,44027,Minimalist,2023
Accessories,Purple,2023-07-10,7,107,North America,132894,1242,Summer,29157,Streetwear,2023
Shoes,Blue,2023-03-20,3,413,Asia,175938,426,Spring,12472,Bohemian,2023
Dresses,Brown,2023-10-14,10,219,South America,217029,991,Fall,26311,Preppy,2023
Outerwear,Blue,2023-06-27,6,439,Europe,227402,518,Summer,31030,Vintage,2023
Dresses,Pink,2023-04-25,4,200,South America,128200,641,Spring,38265,Formal,2023
Shoes,Blue,2024-09-13,9,388,Asia,176152,454,Fall,16447,Punk,2024
Skirts,Gray,2024-06-07,6,248,Asia,62992,254,Summer,32096,Formal,2024
Pants,Pink,2024-05-07,5,419,North America,123186,294,Spring,42876,Punk,2024
Tops,Blue,2023-12-27,12,194,Australia,79928,412,Winter,41797,Casual,2023
Pants,Green,2023-09-11,9,25,Australia,24150,966,Fall,21385,Bohemian,2023
Shoes,Brown,2023-08-30,8,147,Australia,128331,873,Summer,13299,Grunge,2023
Tops,Beige,2023-06-06,6,344,South America,299624,871,Summer,48950,Grunge,2023
Accessories,Beige,2024-04-22,4,488,Europe,439200,900,Spring,42212,Casual,2024
Dresses,Red,2024-04-30,4,491,South America,170377,347,Spring,32628,Preppy,2024
Dresses,Gray,2023-11-23,11,26,North America,22100,850,Fall,32290,Formal,2023
Shoes,Gray,2024-03-03,3,332,Asia,251324,757,Spring,26153,Punk,2024
Shoes,Orange,2024-10-05,10,254,Europe,91186,359,Fall,18397,Vintage,2024
Dresses,Yellow,2024-11-18,11,384,South America,377088,982,Fall,20045,Streetwear,2024
Jewelry,Yellow,2023-05-10,5,75,Asia,86175,1149,Spring,25061,Streetwear,2023
Skirts,Orange,2023-10-13,10,163,Asia,22494,138,Fall,25319,Vintage,2023
Skirts,Navy,2023-12-15,12,186,South America,96720,520,Winter,15056,Vintage,2023
Skirts,Blue,2024-08-23,8,474,North America,376830,795,Summer,41241,Formal,2024
Outerwear,Brown,2023-07-24,7,286,Europe,199056,696,Summer,2761,Streetwear,2023
Pants,White,2024-10-27,10,309,South America,284280,920,Fall,43124,Preppy,2024
Jewelry,Pink,2023-11-08,11,267,Europe,249912,936,Fall,9367,Casual,2023
Outerwear,Purple,2024-08-14,8,81,Asia,23085,285,Summer,17315,Vintage,2024
Dresses,Red,2023-08-21,8,465,South America,353400,760,Summer,6056,Minimalist,2023
Tops,Green,2023-05-29,5,231,Europe,173943,753,Spring,30409,Vintage,2023
Dresses,Blue,2024-05-08,5,229,Asia,137400,600,Spring,20732,Grunge,2024
Shoes,Red,2023-01-05,1,273,Europe,117936,432,Winter,17558,Bohemian,2023
Pants,Beige,2024-05-27,5,296,Australia,37888,128,Spring,45653,Grunge,2024
Skirts,Gray,2024-03-25,3,488,Asia,394304,808,Spring,33558,Preppy,2024
Outerwear,Beige,2023-10-03,10,484,North America,222640,460,Fall,16638,Bohemian,2023
Bags,Orange,2023-10-24,10,208,Australia,185328,891,Fall,36500,Formal,2023
Shoes,Pink,2024-02-18,2,118,Australia,53454,453,Winter,12506,Grunge,2024
Tops,Blue,2023-12-14,12,491,Australia,82979,169,Winter,24321,Streetwear,2023
Pants,Purple,2024-02-25,2,22,Asia,21516,978,Winter,6765,Formal,2024
Jewelry,Orange,2024-02-05,2,23,North America,23690,1030,Winter,5292,Minimalist,2024
Bags,Blue,2024-10-07,10,278,South America,28912,104,Fall,30472,Grunge,2024
Skirts,Pink,2024-06-15,6,104,Asia,22152,213,Summer,8462,Formal,2024
Bags,Beige,2023-04-05,4,245,South America,37240,152,Spring,10461,Grunge,2023
Pants,Orange,2023-06-16,6,319,North America,330803,1037,Summer,8677,Casual,2023
Tops,Orange,2023-02-02,2,173,Australia,143244,828,Winter,20036,Casual,2023
Skirts,Gray,2024-01-28,1,500,South America,115500,231,Winter,18240,Vintage,2024
Bags,Brown,2024-07-01,7,314,North America,261562,833,Summer,18104,Punk,2024
Jewelry,Green,2024-04-11,4,228,South America,153900,675,Spring,1861,Grunge,2024
Tops,Brown,2024-03-12,3,51,South America,44268,868,Spring,8689,Streetwear,2024
Dresses,White,2023-08-04,8,62,South America,76446,1233,Summer,6527,Streetwear,2023
Outerwear,Orange,2024-08-23,8,340,Europe,171020,503,Summer,11411,Preppy,2024
Pants,Pink,2023-11-16,11,428,Europe,105716,247,Fall,34903,Athletic,2023
Bags,White,2023-01-12,1,377,Australia,339677,901,Winter,11126,Formal,2023
Bags,Beige,2024-06-03,6,414,North America,409860,990,Summer,49507,Vintage,2024
Jewelry,Navy,2023-01-22,1,31,Europe,34100,1100,Winter,29691,Grunge,2023
Skirts,Red,2024-04-08,4,79,North America,9164,116,Spring,42573,Punk,2024
Bags,White,2023-05-29,5,101,Australia,40299,399,Spring,39123,Formal,2023
Outerwear,Purple,2023-02-25,2,67,Asia,17621,263,Winter,49210,Minimalist,2023
Shoes,Green,2024-02-11,2,415,Australia,374330,902,Winter,16851,Minimalist,2024
Skirts,Purple,2024-10-01,10,499,Europe,178642,358,Fall,24081,Preppy,2024
Outerwear,Red,2023-05-23,5,450,North America,155700,346,Spring,31607,Grunge,2023
Outerwear,Green,2023-01-24,1,381,Europe,305181,801,Winter,44571,Streetwear,2023
Outerwear,Black,2024-08-18,8,73,Asia,69861,957,Summer,32704,Punk,2024
Jewelry,Brown,2023-03-25,3,111,South America,88911,801,Spring,3734,Athletic,2023
Bags,Blue,2024-11-25,11,400,Asia,378400,946,Fall,44960,Formal,2024
Pants,White,2023-12-15,12,93,Asia,108810,1170,Winter,20398,Athletic,2023
Accessories,Beige,2023-07-22,7,92,South America,23736,258,Summer,30198,Bohemian,2023
Bags,Purple,2023-03-19,3,323,North America,303943,941,Spring,8060,Athletic,2023
Jewelry,Blue,2023-10-20,10,235,North America,137240,584,Fall,36508,Formal,2023
Shoes,Gray,2024-05-21,5,467,North America,480543,1029,Spring,23489,Minimalist,2024
Dresses,Navy,2024-04-22,4,254,Australia,30988,122,Spring,13158,Bohemian,2024
Accessories,Black,2023-04-18,4,127,Asia,36322,286,Spring,20266,Bohemian,2023
Bags,Purple,2024-12-09,12,58,North America,10730,185,Winter,14661,Punk,2024
Tops,Blue,2024-07-07,7,70,Australia,38220,546,Summer,39888,Streetwear,2024
Outerwear,Orange,2023-10-30,10,155,South America,17825,115,Fall,7517,Formal,2023
Tops,Gray,2023-01-22,1,167,Asia,144956,868,Winter,37925,Casual,2023
Bags,Gray,2024-01-19,1,441,North America,391167,887,Winter,8845,Punk,2024
Accessories,Blue,2023-01-19,1,326,North America,117034,359,Winter,3396,Formal,2023
Bags,Orange,2024-02-24,2,360,North America,220680,613,Winter,14916,Streetwear,2024
Skirts,Orange,2023-06-21,6,236,Asia,208624,884,Summer,19275,Streetwear,2023
Outerwear,Navy,2024-04-27,4,328,Asia,205984,628,Spring,30722,Minimalist,2024
Dresses,Black,2024-09-24,9,170,Europe,123760,728,Fall,46174,Grunge,2024
Accessories,Navy,2024-04-04,4,492,Europe,526440,1070,Spring,28044,Vintage,2024
Outerwear,Pink,2023-12-13,12,228,Asia,229824,1008,Winter,13999,Punk,2023
Jewelry,Pink,2024-06-20,6,472,South America,71744,152,Summer,26722,Streetwear,2024
Jewelry,Beige,2023-11-12,11,407,Europe,399674,982,Fall,28025,Grunge,2023
Shoes,Black,2023-01-06,1,62,Australia,10230,165,Winter,34821,Formal,2023
Outerwear,Gray,2024-12-24,12,98,North America,112014,1143,Winter,2025,Formal,2024
Accessories,Purple,2023-10-30,10,419,South America,418581,999,Fall,6160,Grunge,2023
Bags,Black,2024-02-01,2,132,North America,112728,854,Winter,18606,Bohemian,2024
Pants,Purple,2024-09-13,9,498,Australia,418320,840,Fall,19392,Vintage,2024
Skirts,Orange,2024-03-12,3,247,Australia,107692,436,Spring,37518,Minimalist,2024
Dresses,Blue,2023-04-02,4,403,Australia,81003,201,Spring,13424,Streetwear,2023
Accessories,Black,2023-02-16,2,467,Europe,370798,794,Winter,38374,Formal,2023
Pants,Blue,2023-03-03,3,63,Asia,36351,577,Spring,27544,Minimalist,2023
Accessories,Pink,2024-12-27,12,377,North America,117624,312,Winter,39274,Vintage,2024
Pants,Blue,2023-03-10,3,473,Europe,70477,149,Spring,5693,Grunge,2023
Bags,Navy,2023-06-03,6,193,South America,65234,338,Summer,38665,Punk,2023
Outerwear,Navy,2024-09-05,9,356,North America,137060,385,Fall,25998,Streetwear,2024
Dresses,Pink,2023-10-30,10,195,Australia,176475,905,Fall,27780,Grunge,2023
Tops,Purple,2023-03-02,3,435,South America,248385,571,Spring,11762,Vintage,2023
Shoes,Purple,2023-09-22,9,97,Europe,55096,568,Fall,37629,Formal,2023
Tops,Pink,2023-06-30,6,436,North America,238056,546,Summer,48358,Vintage,2023
Skirts,White,2024-11-07,11,244,Europe,125172,513,Fall,45031,Streetwear,2024
Skirts,Yellow,2024-05-24,5,375,Australia,214875,573,Spring,31573,Streetwear,2024
Outerwear,Gray,2023-01-16,1,80,South America,108480,1356,Winter,29110,Bohemian,2023
Shoes,Red,2024-01-29,1,80,Australia,68400,855,Winter,12480,Preppy,2024
Jewelry,Blue,2024-10-09,10,64,Australia,6720,105,Fall,2338,Athletic,2024
Bags,Navy,2024-12-23,12,236,Australia,269512,1142,Winter,43395,Grunge,2024
Outerwear,Green,2023-10-14,10,196,South America,227360,1160,Fall,20361,Minimalist,2023
Jewelry,Yellow,2024-05-04,5,275,South America,82775,301,Spring,8018,Minimalist,2024
Outerwear,Orange,2023-05-18,5,119,South America,55692,468,Spring,2180,Streetwear,2023
Dresses,Brown,2023-01-25,1,100,Asia,92200,922,Winter,37240,Preppy,2023
Pants,Black,2023-07-03,7,163,Europe,147678,906,Summer,16539,Grunge,2023
Dresses,Pink,2024-10-16,10,80,South America,61680,771,Fall,20041,Preppy,2024
Outerwear,Pink,2024-03-09,3,123,Asia,25215,205,Spring,11570,Streetwear,2024
Pants,Blue,2024-11-30,11,427,South America,170800,400,Fall,10272,Athletic,2024
Bags,Beige,2023-12-13,12,447,South America,317370,710,Winter,14995,Grunge,2023
Shoes,Yellow,2024-10-01,10,43,Asia,37668,876,Fall,45468,Streetwear,2024
Accessories,Purple,2024-08-22,8,312,Europe,375960,1205,Summer,16660,Casual,2024
Accessories,Gray,2023-01-20,1,247,North America,137332,556,Winter,20285,Punk,2023
Jewelry,Red,2024-07-10,7,108,Australia,74196,687,Summer,29663,Grunge,2024
Outerwear,Black,2023-10-26,10,152,South America,92264,607,Fall,29803,Preppy,2023
Accessories,Gray,2024-01-07,1,437,Australia,290168,664,Winter,42170,Preppy,2024
Jewelry,Green,2024-05-07,5,342,Australia,195966,573,Spring,4893,Vintage,2024
Dresses,White,2023-03-11,3,67,Europe,68742,1026,Spring,6833,Streetwear,2023
Skirts,Pink,2023-01-25,1,493,Australia,597023,1211,Winter,47396,Streetwear,2023
Outerwear,White,2024-10-28,10,275,Asia,211475,769,Fall,44055,Formal,2024
Shoes,Green,2023-03-06,3,133,Australia,86583,651,Spring,8432,Preppy,2023
Accessories,Beige,2023-01-01,1,335,Europe,42210,126,Winter,11313,Vintage,2023
Accessories,Red,2024-06-23,6,458,South America,433726,947,Summer,41229,Formal,2024
Jewelry,Brown,2023-06-29,6,77,Asia,13937,181,Summer,19893,Grunge,2023
Jewelry,Purple,2024-12-06,12,473,North America,248325,525,Winter,44051,Bohemian,2024
Bags,Blue,2024-09-01,9,253,South America,106766,422,Fall,28315,Streetwear,2024
Tops,Pink,2024-11-12,11,121,Asia,73326,606,Fall,7499,Punk,2024
Dresses,Blue,2023-12-17,12,429,Australia,77220,180,Winter,26004,Preppy,2023
Pants,Blue,2024-05-21,5,389,North America,343487,883,Spring,25002,Vintage,2024
Jewelry,Beige,2023-05-20,5,427,North America,236558,554,Spring,35326,Punk,2023
Skirts,Orange,2023-03-26,3,71,Asia,39263,553,Spring,26564,Preppy,2023
Pants,Navy,2024-12-18,12,344,North America,146888,427,Winter,36991,Grunge,2024
Outerwear,White,2024-04-07,4,430,Australia,392160,912,Spring,40983,Minimalist,2024
Dresses,Purple,2024-04-18,4,75,North America,19875,265,Spring,47635,Preppy,2024
Outerwear,Yellow,2024-11-27,11,184,Australia,110584,601,Fall,4985,Vintage,2024
